line_id,sector,tag,allocation_id,block_addr,status,alloc_time,sector_alloc_time,last_access_time,last_sector_access_time
0,0,0,,0,INVALID,0,0,0,0
0,1,0,,0,INVALID,0,0,0,0
0,2,0,,0,INVALID,0,0,0,0
0,3,0,,0,INVALID,0,0,0,0
1,0,0,,0,INVALID,0,0,0,0
1,1,0,,0,INVALID,0,0,0,0
1,2,0,,0,INVALID,0,0,0,0
1,3,0,,0,INVALID,0,0,0,0
2,0,0,,0,INVALID,0,0,0,0
2,1,0,,0,INVALID,0,0,0,0
2,2,0,,0,INVALID,0,0,0,0
2,3,0,,0,INVALID,0,0,0,0
3,0,0,,0,INVALID,0,0,0,0
3,1,0,,0,INVALID,0,0,0,0
3,2,0,,0,INVALID,0,0,0,0
3,3,0,,0,INVALID,0,0,0,0
4,0,0,,0,INVALID,0,0,0,0
4,1,0,,0,INVALID,0,0,0,0
4,2,0,,0,INVALID,0,0,0,0
4,3,0,,0,INVALID,0,0,0,0
5,0,0,,0,INVALID,0,0,0,0
5,1,0,,0,INVALID,0,0,0,0
5,2,0,,0,INVALID,0,0,0,0
5,3,0,,0,INVALID,0,0,0,0
6,0,0,,0,INVALID,0,0,0,0
6,1,0,,0,INVALID,0,0,0,0
6,2,0,,0,INVALID,0,0,0,0
6,3,0,,0,INVALID,0,0,0,0
7,0,0,,0,INVALID,0,0,0,0
7,1,0,,0,INVALID,0,0,0,0
7,2,0,,0,INVALID,0,0,0,0
7,3,0,,0,INVALID,0,0,0,0
8,0,0,,0,INVALID,0,0,0,0
8,1,0,,0,INVALID,0,0,0,0
8,2,0,,0,INVALID,0,0,0,0
8,3,0,,0,INVALID,0,0,0,0
9,0,0,,0,INVALID,0,0,0,0
9,1,0,,0,INVALID,0,0,0,0
9,2,0,,0,INVALID,0,0,0,0
9,3,0,,0,INVALID,0,0,0,0
10,0,0,,0,INVALID,0,0,0,0
10,1,0,,0,INVALID,0,0,0,0
10,2,0,,0,INVALID,0,0,0,0
10,3,0,,0,INVALID,0,0,0,0
11,0,140100247296000,16,140100247296000,VALID,13363,13363,13368,13363
11,1,140100247296000,16,140100247296000,VALID,13363,13363,13368,13364
11,2,140100247296000,16,140100247296000,VALID,13363,13363,13368,13366
11,3,140100247296000,16,140100247296000,VALID,13363,13363,13368,13368
12,0,140100247125376,2,140100247125376,VALID,5554,5554,95063,95063
12,1,140100247125376,2,140100247125376,VALID,5554,5554,95063,95061
12,2,140100247125376,2,140100247125376,VALID,5554,5554,95063,95059
12,3,140100247125376,2,140100247125376,VALID,5554,5554,95063,95057
13,0,140100247091712,2,140100247091712,VALID,5184,5184,90020,90020
13,1,140100247091712,2,140100247091712,VALID,5184,5184,90020,90019
13,2,140100247091712,2,140100247091712,VALID,5184,5184,90020,90018
13,3,140100247091712,2,140100247091712,VALID,5184,5184,90020,90016
14,0,140100246931200,1,140100246931200,VALID,3038,3038,90831,88942
14,1,140100246931200,1,140100246931200,VALID,3038,3038,90831,89717
14,2,140100246931200,1,140100246931200,VALID,3038,3038,90831,90098
14,3,140100246931200,1,140100246931200,VALID,3038,3038,90831,90831
15,0,140100246700160,1,140100246700160,VALID,218,218,10120,7305
15,1,140100246700160,1,140100246700160,VALID,218,218,10120,8419
15,2,140100246700160,1,140100246700160,VALID,218,218,10120,9234
15,3,140100246700160,1,140100246700160,VALID,218,218,10120,10120
16,0,0,,0,INVALID,0,0,0,0
16,1,0,,0,INVALID,0,0,0,0
