line_id,sector,tag,allocation_id,block_addr,status,alloc_time,sector_alloc_time,last_access_time,last_sector_access_time
0,0,140100247176704,2,140100247176704,VALID,96480,96480,101126,101126
0,1,140100247176704,2,140100247176704,VALID,96480,96480,101126,101125
0,2,140100247176704,2,140100247176704,VALID,96480,96480,101126,101124
0,3,140100247176704,2,140100247176704,VALID,96480,96480,101126,101123
1,0,140100246762880,1,140100246762880,VALID,96008,96008,98433,96353
1,1,140100246762880,1,140100246762880,VALID,96008,96008,98433,97055
1,2,140100246762880,1,140100246762880,VALID,96008,96008,98433,97708
1,3,140100246762880,1,140100246762880,VALID,96008,96008,98433,98433
2,0,140100247204864,2,140100247204864,VALID,101190,101190,104212,104212
2,1,140100247204864,2,140100247204864,VALID,101190,101190,104212,104211
2,2,140100247204864,2,140100247204864,VALID,101190,101190,104212,104210
2,3,140100247204864,2,140100247204864,VALID,101190,101190,104212,104209
3,0,140100247212544,2,140100247212544,VALID,96923,96923,105040,105040
3,1,140100247212544,2,140100247212544,VALID,96923,96923,105040,105039
3,2,140100247212544,2,140100247212544,VALID,96923,96923,105040,105038
3,3,140100247212544,2,140100247212544,VALID,96923,96923,105040,105037
4,0,140100247197184,2,140100247197184,VALID,99875,99875,103388,103388
4,1,140100247197184,2,140100247197184,VALID,99875,99875,103388,103387
4,2,140100247197184,2,140100247197184,VALID,99875,99875,103388,103386
4,3,140100247197184,2,140100247197184,VALID,99875,99875,103388,103385
5,0,140100247151616,2,140100247151616,VALID,97383,97383,97418,97418
5,1,140100247151616,2,140100247151616,VALID,97383,97383,97418,97417
5,2,140100247151616,2,140100247151616,VALID,97383,97383,97418,97416
5,3,140100247151616,2,140100247151616,VALID,97383,97383,97418,97415
6,0,140100247202304,2,140100247202304,VALID,100854,100854,104064,104064
6,1,140100247202304,2,140100247202304,VALID,100854,100854,104064,104063
6,2,140100247202304,2,140100247202304,VALID,100854,100854,104064,104062
6,3,140100247202304,2,140100247202304,VALID,100854,100854,104064,104061
7,0,140100246756992,1,140100246756992,VALID,96423,96423,98837,96806
7,1,140100246756992,1,140100246756992,VALID,96423,96423,98837,97499
7,2,140100246756992,1,140100246756992,VALID,96423,96423,98837,98226
7,3,140100246756992,1,140100246756992,VALID,96423,96423,98837,98837
8,0,140100247211008,2,140100247211008,VALID,96601,96601,104901,104901
8,1,140100247211008,2,140100247211008,VALID,96601,96601,104901,104900
8,2,140100247211008,2,140100247211008,VALID,96601,96601,104901,104899
8,3,140100247211008,2,140100247211008,VALID,96601,96601,104901,104898
9,0,140100247207424,2,140100247207424,VALID,95938,95938,104499,104499
9,1,140100247207424,2,140100247207424,VALID,95938,95938,104499,104498
9,2,140100247207424,2,140100247207424,VALID,95938,95938,104499,104497
9,3,140100247207424,2,140100247207424,VALID,95938,95938,104499,104496
10,0,140100247165952,2,140100247165952,VALID,99740,99740,99755,99755
10,1,140100247165952,2,140100247165952,VALID,99740,99740,99755,99754
